,Departure,Arrival,WeeksToDeparture,log_PAX,std_wtd,temperature_depart,temperature_arrival,wage_median_depart,beach_depart,passenger_per_year_depart,population_depart,score_depart,wage_median_arrival,beach_arrival,passenger_per_year_arrival,population_arrival,score_arrival,Open,prix,is_holiday,year,month,day,weekday,week,n_days,weekend,ete,beach_ete_dep,beach_ete_arr,precipitations_depart,precipitations_arrival,diff_temp,distance
100,SFO,DFW,9.3,11.355921065699999,7.25548794108,16.0,26.0,82083.0,1,49668.40966666667,828876,1112475,53078.66666666666,0,66233.791,1242115,1203175,5.5,3.887,0,2011,11,7,0,45,15285,1,0,0,0,0,1,-10.0,2350.4643784146856
101,DFW,ORD,9.833333333330001,12.424197576600001,9.45111260179,21.0,4.0,53078.66666666666,0,66233.791,1242115,1203175,58419.66666666666,1,75120.345,2719141,1503175,7.45,4.051,0,2012,3,2,4,9,15401,0,0,0,0,0,1,17.0,1289.8349798594422
102,SFO,JFK,11.956521739100001,12.7772937849,8.57839919835,17.0,18.0,82083.0,1,49668.40966666667,828876,1112475,76578.33333333331,1,57445.57766666666,8346693,1052075,4.95,3.987,0,2011,11,15,1,46,15293,1,0,0,0,0,1,-1.0,4149.17959706262
103,MIA,LGA,13.4761904762,10.6498079399,10.651849828200001,29.0,2.0,52492.33333333334,1,44521.62966666668,411149,1073075,76578.33333333331,1,30187.395,8346693,1030575,15.07,4.022,0,2013,2,8,4,6,15744,0,0,0,0,0,1,27.0,1767.267073831831
104,PHX,ORD,11.434782608699999,9.72572875347,7.768386324520001,17.0,-2.0,57474.66666666666,0,45664.73333333333,1499274,1060875,58419.66666666666,1,75120.345,2719141,1503175,14.02,3.918,0,2013,1,3,3,1,15708,0,0,0,0,0,1,19.0,2311.9734166353205
105,LAS,LAX,12.8,10.6925424784,8.75119039522,11.0,17.0,55440.66666666666,0,46505.605,593275,1068475,59541.33333333334,1,73928.40566666667,3851202,1335475,5.0,3.964,0,2011,12,3,5,48,15311,0,0,0,0,0,0,-6.0,379.7556938118438
106,EWR,BOS,9.21052631579,11.8604510792,6.04224891326,22.0,18.0,70432.66666666669,1,40186.30133333334,277594,1064475,57755.0,1,33827.65333333333,642955,1035875,11.44,4.004,0,2012,5,14,0,20,15474,1,1,1,1,1,1,4.0,322.1038212597294
107,SEA,DEN,11.590909090899999,10.5417552784,8.37035068338,13.0,3.0,78112.66666666669,1,39551.456,635928,1038675,55482.66666666666,0,59852.55,635163,1103275,13.93,4.104,0,2013,2,15,4,7,15751,0,0,0,0,1,1,10.0,1644.0329849284549
108,BOS,EWR,7.785714285710001,10.606071160599999,6.30236306633,1.0,3.0,57755.0,1,33827.65333333333,642955,1035875,70432.66666666669,1,40186.30133333334,277594,1064475,5.96,3.8539999999999996,1,2012,1,16,0,3,15355,1,0,0,0,1,1,-2.0,322.1038212597294
109,ORD,DEN,11.090909090899999,9.963323856699999,7.4444552130999995,23.0,26.0,58419.66666666666,1,75120.345,2719141,1503175,55482.66666666666,0,59852.55,635163,1103275,5.14,3.82,0,2011,9,4,6,35,15221,0,0,0,0,0,0,-3.0,1425.1266950703268
110,ORD,SFO,12.16,10.3990098902,7.603069555560001,23.0,19.0,58419.66666666666,1,75120.345,2719141,1503175,82083.0,1,49668.40966666667,828876,1112475,5.14,3.82,0,2011,9,4,6,35,15221,0,0,0,0,0,0,4.0,2962.1022796065768
111,ORD,BOS,12.0740740741,12.631630689400001,7.9417394235300005,15.0,28.0,58419.66666666666,1,75120.345,2719141,1503175,57755.0,1,33827.65333333333,642955,1035875,5.85,3.862,0,2011,9,15,3,37,15232,0,0,0,0,0,1,-13.0,1390.2049438221773
112,LAS,LAX,18.3548387097,11.1551924865,13.7490566636,29.0,21.0,55440.66666666666,0,46505.605,593275,1068475,59541.33333333334,1,73928.40566666667,3851202,1335475,10.73,4.073,0,2012,5,5,5,18,15465,0,1,0,1,0,0,8.0,379.7556938118438
113,SFO,BOS,9.555555555560002,10.8708422559,7.3742175834,12.0,19.0,82083.0,1,49668.40966666667,828876,1112475,57755.0,1,33827.65333333333,642955,1035875,4.36,3.964,0,2011,11,29,1,48,15307,1,0,0,0,1,1,-7.0,4338.516005645934
114,SFO,DFW,9.555555555560002,11.2826062201,6.9724012424,18.0,14.0,82083.0,1,49668.40966666667,828876,1112475,53078.66666666666,0,66233.791,1242115,1203175,13.28,4.159,0,2013,2,27,2,9,15763,0,0,0,0,0,0,4.0,2350.4643784146856
115,ORD,PHL,9.052631578949999,11.821324278599999,7.24548659673,31.0,21.0,58419.66666666666,1,75120.345,2719141,1503175,39645.333333333336,0,34276.636,1551824,1031075,7.66,4.1419999999999995,0,2012,3,21,2,12,15420,0,0,0,0,0,0,10.0,1087.6403713677228
116,ORD,DFW,7.529411764710001,12.8374908363,5.64709711997,4.0,22.0,58419.66666666666,1,75120.345,2719141,1503175,53078.66666666666,0,66233.791,1242115,1203175,7.07,4.051,0,2012,2,27,0,9,15397,1,0,0,0,0,0,-18.0,1289.8349798594422
117,SEA,DEN,12.28,11.0184314401,7.8502653883,33.0,31.0,78112.66666666669,1,39551.456,635928,1038675,55482.66666666666,0,59852.55,635163,1103275,9.94,3.965,0,2012,8,17,4,33,15569,0,0,0,0,0,1,2.0,1644.0329849284549
118,CLT,LGA,7.6428571428600005,11.2649285925,6.33193545398,18.0,14.0,60171.33333333334,0,47719.872,773264,1028075,76578.33333333331,1,30187.395,8346693,1030575,9.06,4.085,0,2012,4,24,1,17,15454,1,0,0,0,0,0,4.0,874.3785268557217
119,LAX,ORD,14.357142857100001,11.6233644471,10.0561913331,22.0,32.0,59541.33333333334,1,73928.40566666667,3851202,1335475,58419.66666666666,1,75120.345,2719141,1503175,14.06,3.6830000000000003,0,2012,7,14,5,28,15535,0,0,0,0,1,0,-10.0,2800.356708816837
120,ORD,LAX,12.538461538499998,12.2361631218,10.1043783351,23.0,19.0,58419.66666666666,1,75120.345,2719141,1503175,59541.33333333334,1,73928.40566666667,3851202,1335475,8.12,4.127,0,2012,4,18,2,16,15448,0,0,0,0,1,0,4.0,2800.356708816837
121,ORD,PHX,8.70588235294,11.238093946,6.43976616309,23.0,35.0,58419.66666666666,1,75120.345,2719141,1503175,57474.66666666666,0,45664.73333333333,1499274,1060875,8.12,4.127,0,2012,4,18,2,16,15448,0,0,0,0,1,0,-12.0,2311.9734166353205
122,DFW,DEN,9.352941176469999,9.57813956928,7.39882741107,18.0,18.0,53078.66666666666,0,66233.791,1242115,1203175,55482.66666666666,0,59852.55,635163,1103275,7.22,3.96,0,2012,2,25,5,8,15395,0,0,0,0,0,0,0.0,1031.450008384916
123,DFW,PHL,6.72727272727,8.07671268238,6.38891084757,18.0,7.0,53078.66666666666,0,66233.791,1242115,1203175,39645.333333333336,0,34276.636,1551824,1031075,7.22,3.96,0,2012,2,25,5,8,15395,0,0,0,0,0,0,11.0,2091.5626556148663
124,JFK,MCO,15.3448275862,10.8320449272,11.5921027985,21.0,32.0,76578.33333333331,1,57445.57766666666,8346693,1052075,51069.33333333334,1,39794.08733333334,249935,1044075,10.23,4.004,0,2012,5,18,4,20,15478,0,1,1,1,0,1,-11.0,1520.4334212880337
125,DEN,LAX,17.0588235294,10.826435973399999,10.9487543957,6.0,20.0,55482.66666666666,0,59852.55,635163,1103275,59541.33333333334,1,73928.40566666667,3851202,1335475,5.7,3.7910000000000004,1,2011,12,26,0,52,15334,1,0,0,0,0,0,-14.0,1384.2695475637477
126,PHL,DFW,8.25,10.624941228099999,5.9048003070899995,14.0,12.0,39645.333333333336,0,34276.636,1551824,1031075,53078.66666666666,0,66233.791,1242115,1203175,5.77,3.8939999999999997,0,2011,12,16,4,50,15324,0,0,0,0,0,1,2.0,2091.5626556148663
127,PHX,ORD,11.8636363636,10.5417552784,8.41933972383,29.0,27.0,57474.66666666666,0,45664.73333333333,1499274,1060875,58419.66666666666,1,75120.345,2719141,1503175,5.42,3.7489999999999997,0,2011,10,9,6,40,15256,0,1,0,1,0,0,2.0,2311.9734166353205
128,ATL,MCO,13.827586206900001,10.6925424784,9.68824385353,31.0,30.0,61467.66666666666,0,105911.923,449016,2002475,51069.33333333334,1,39794.08733333334,249935,1044075,10.83,4.135,0,2012,9,22,5,38,15605,0,0,0,0,0,0,1.0,650.3277831217129
129,ATL,BOS,11.4285714286,9.981085664830001,8.54149535252,31.0,19.0,61467.66666666666,0,105911.923,449016,2002475,57755.0,1,33827.65333333333,642955,1035875,10.83,4.135,0,2012,9,22,5,38,15605,0,0,0,0,0,0,12.0,1520.5984659593278
130,EWR,ATL,8.21052631579,11.6049538756,5.78867618112,24.0,27.0,70432.66666666669,1,40186.30133333334,277594,1064475,61467.66666666666,0,105911.923,449016,2002475,12.22,3.781,0,2012,6,11,0,24,15502,1,1,1,0,1,1,-3.0,1198.5633692411043
131,SFO,BOS,9.21052631579,10.2290133038,6.005358231230001,14.0,15.0,82083.0,1,49668.40966666667,828876,1112475,57755.0,1,33827.65333333333,642955,1035875,4.33,4.01,0,2011,11,21,0,47,15299,1,0,0,0,0,0,-1.0,4338.516005645934
132,EWR,ORD,9.72222222222,11.8474998066,7.306770072260001,22.0,22.0,70432.66666666669,1,40186.30133333334,277594,1064475,58419.66666666666,1,75120.345,2719141,1503175,10.75,3.9560000000000004,0,2012,5,22,1,21,15482,1,1,1,1,1,0,0.0,1153.7288152699984
133,CLT,LGA,6.53846153846,10.8653489507,4.858247019509999,13.0,5.0,60171.33333333334,0,47719.872,773264,1028075,76578.33333333331,1,30187.395,8346693,1030575,13.5,4.13,0,2013,3,4,0,10,15768,1,0,0,0,0,0,8.0,874.3785268557217
134,DEN,LAS,15.0769230769,10.7460861298,11.120874342999999,32.0,38.0,55482.66666666666,0,59852.55,635163,1103275,55440.66666666666,0,46505.605,593275,1068475,11.39,4.127,0,2012,9,9,6,36,15592,0,0,0,0,0,0,-6.0,1008.7308944102843
135,LGA,CLT,9.105263157889999,10.3048357686,5.820411753689999,4.0,12.0,76578.33333333331,1,30187.395,8346693,1030575,60171.33333333334,0,47719.872,773264,1028075,13.25,3.923,0,2012,12,26,2,52,15700,0,0,0,0,1,1,-8.0,874.3785268557217
136,LGA,DTW,11.2380952381,9.77573109858,8.61338935556,4.0,0.0,76578.33333333331,1,30187.395,8346693,1030575,44130.0,0,36522.355,700183,1079375,13.25,3.923,0,2012,12,26,2,52,15700,0,0,0,0,1,1,4.0,804.629309947993
137,ORD,DFW,12.08,11.229062568699998,9.09175450614,8.0,13.0,58419.66666666666,1,75120.345,2719141,1503175,53078.66666666666,0,66233.791,1242115,1203175,4.33,4.01,0,2011,11,21,0,47,15299,1,0,0,0,0,1,-5.0,1289.8349798594422
138,ATL,LAX,13.090909090899999,10.9566033772,11.1479619786,28.0,24.0,61467.66666666666,0,105911.923,449016,2002475,59541.33333333334,1,73928.40566666667,3851202,1335475,11.96,4.132,0,2012,9,11,1,37,15594,1,0,0,0,0,1,4.0,3123.8140155579513
139,ATL,DFW,7.8125,11.6343241795,7.341378163080001,28.0,33.0,61467.66666666666,0,105911.923,449016,2002475,53078.66666666666,0,66233.791,1242115,1203175,11.96,4.132,0,2012,9,11,1,37,15594,1,0,0,0,0,0,-5.0,1173.794399762142
140,LGA,ATL,10.181818181799999,12.723232731500001,7.46825895205,23.0,32.0,76578.33333333331,1,30187.395,8346693,1030575,61467.66666666666,0,105911.923,449016,2002475,12.83,3.678,0,2012,6,26,1,26,15517,1,1,1,0,1,0,-9.0,1224.09852533067
141,DFW,LAX,10.7727272727,10.8320449272,9.1699915261,13.0,14.0,53078.66666666666,0,66233.791,1242115,1203175,59541.33333333334,1,73928.40566666667,3851202,1335475,4.33,4.01,0,2011,11,21,0,47,15299,1,0,0,0,1,1,-1.0,1981.929340139748
142,DFW,ORD,11.0454545455,10.7460861298,9.178013441689998,13.0,8.0,53078.66666666666,0,66233.791,1242115,1203175,58419.66666666666,1,75120.345,2719141,1503175,4.33,4.01,0,2011,11,21,0,47,15299,1,0,0,0,1,0,5.0,1289.8349798594422
143,DEN,ATL,11.0952380952,10.4953769371,9.82804539013,14.0,13.0,55482.66666666666,0,59852.55,635163,1103275,61467.66666666666,0,105911.923,449016,2002475,7.8,3.8480000000000003,0,2012,1,29,6,4,15368,0,0,0,0,0,0,1.0,1925.4082125567688
144,JFK,MIA,13.0454545455,11.2017030205,11.6106571436,18.0,27.0,76578.33333333331,1,57445.57766666666,8346693,1052075,52492.33333333334,1,44521.62966666668,411149,1073075,7.11,4.1419999999999995,0,2012,3,19,0,12,15418,1,0,0,0,0,1,-9.0,1756.0183179672956
145,DFW,LAS,8.95,10.1819946179,6.660764931569999,33.0,37.0,53078.66666666666,0,66233.791,1242115,1203175,55440.66666666666,0,46505.605,593275,1068475,10.5,3.9560000000000004,0,2012,5,23,2,21,15483,0,1,0,0,0,0,-4.0,1693.7358514452706
146,DEN,DFW,11.157894736800001,11.033573410299999,9.370539874730001,16.0,14.0,55482.66666666666,0,59852.55,635163,1103275,53078.66666666666,0,66233.791,1242115,1203175,15.12,3.911,0,2013,1,9,2,2,15714,0,0,0,0,0,1,2.0,1031.450008384916
147,ATL,ORD,11.6363636364,11.917643914700001,9.449340891830001,19.0,6.0,61467.66666666666,0,105911.923,449016,2002475,58419.66666666666,1,75120.345,2719141,1503175,8.97,3.85,0,2012,2,2,3,5,15372,0,0,0,0,0,0,13.0,975.7148466955739
148,PHL,MCO,11.875,10.820810099600001,7.651726147969999,10.0,23.0,39645.333333333336,0,34276.636,1551824,1031075,51069.33333333334,1,39794.08733333334,249935,1044075,9.15,4.085,0,2012,4,23,0,17,15453,1,0,0,0,1,0,-13.0,1387.6836928377058
149,DFW,ATL,8.5625,12.193472256199998,7.004462863060001,23.0,17.0,53078.66666666666,0,66233.791,1242115,1203175,61467.66666666666,0,105911.923,449016,2002475,9.35,3.85,0,2012,2,3,4,5,15373,0,0,0,0,1,0,6.0,1173.794399762142
150,LAS,ORD,9.63157894737,11.0082680593,6.60143525064,18.0,2.0,55440.66666666666,0,46505.605,593275,1068475,58419.66666666666,1,75120.345,2719141,1503175,4.53,3.987,0,2011,11,17,3,46,15295,0,0,0,0,0,0,16.0,2430.1661221101435
151,LAS,LAX,13.5333333333,12.0649949959,8.74833317457,26.0,22.0,55440.66666666666,0,46505.605,593275,1068475,59541.33333333334,1,73928.40566666667,3851202,1335475,4.9,3.862,0,2011,9,13,1,37,15230,1,0,0,0,1,1,4.0,379.7556938118438
152,DTW,LGA,10.25,11.1645878502,7.04029754156,13.0,25.0,44130.0,0,36522.355,700183,1079375,76578.33333333331,1,30187.395,8346693,1030575,5.96,3.786,0,2011,9,30,4,39,15247,0,0,0,0,1,1,-12.0,804.629309947993
153,ATL,LAX,14.16,11.141010093,11.066767067799999,31.0,23.0,61467.66666666666,0,105911.923,449016,2002475,59541.33333333334,1,73928.40566666667,3851202,1335475,10.43,4.086,0,2012,9,27,3,39,15610,0,0,0,0,0,1,8.0,3123.8140155579513
154,MIA,JFK,13.038461538499998,10.740212185499999,8.618495317539999,31.0,21.0,52492.33333333334,1,44521.62966666668,411149,1073075,76578.33333333331,1,57445.57766666666,8346693,1052075,5.18,3.7489999999999997,0,2011,10,6,3,40,15253,0,1,1,1,0,0,10.0,1756.0183179672956
155,LAX,SFO,15.375,12.867816313499999,10.983124885799999,24.0,22.0,59541.33333333334,1,73928.40566666667,3851202,1335475,82083.0,1,49668.40966666667,828876,1112475,12.42,3.695,0,2012,7,20,4,29,15541,0,0,0,0,0,0,2.0,542.8482519953238
156,DFW,LAS,11.625,10.798135343,7.305819598099999,38.0,40.0,53078.66666666666,0,66233.791,1242115,1203175,55440.66666666666,0,46505.605,593275,1068475,5.14,3.82,0,2011,9,2,4,35,15219,0,0,0,0,0,0,-2.0,1693.7358514452706
157,DFW,LGA,12.12,11.1074922966,7.584633588160001,38.0,25.0,53078.66666666666,0,66233.791,1242115,1203175,76578.33333333331,1,30187.395,8346693,1030575,5.14,3.82,0,2011,9,2,4,35,15219,0,0,0,0,0,0,13.0,2229.9586529402495
158,DTW,LGA,10.9,11.0929410466,8.34707638701,15.0,20.0,44130.0,0,36522.355,700183,1079375,76578.33333333331,1,30187.395,8346693,1030575,6.48,3.721,0,2011,10,16,6,41,15263,0,1,0,1,1,0,-5.0,804.629309947993
159,LGA,CLT,6.923076923080001,8.697200846900001,5.31446984596,-2.0,8.0,76578.33333333331,1,30187.395,8346693,1030575,60171.33333333334,0,47719.872,773264,1028075,14.7,3.9019999999999997,0,2013,1,26,5,4,15731,0,0,0,0,0,1,-10.0,874.3785268557217
160,SFO,ORD,13.875,11.5713497996,10.706814165099999,14.0,11.0,82083.0,1,49668.40966666667,828876,1112475,58419.66666666666,1,75120.345,2719141,1503175,5.0,3.964,0,2011,12,4,6,48,15312,0,0,0,0,0,1,3.0,2962.1022796065768
161,ORD,PHL,10.3,12.0707689192,7.15321054161,23.0,29.0,58419.66666666666,1,75120.345,2719141,1503175,39645.333333333336,0,34276.636,1551824,1031075,4.9,3.862,0,2011,9,13,1,37,15230,1,0,0,0,0,0,-6.0,1087.6403713677228
162,ORD,BOS,12.0454545455,12.206918426600001,8.58834909978,23.0,29.0,58419.66666666666,1,75120.345,2719141,1503175,57755.0,1,33827.65333333333,642955,1035875,4.9,3.862,0,2011,9,13,1,37,15230,1,0,0,0,0,0,-6.0,1390.2049438221773
163,EWR,LAX,13.44,11.0880652902,10.2472760608,0.0,24.0,70432.66666666669,1,40186.30133333334,277594,1064475,59541.33333333334,1,73928.40566666667,3851202,1335475,5.2,3.783,0,2012,1,3,1,1,15342,1,0,0,0,0,0,-24.0,3938.5359427670055
164,ATL,MCO,10.1,11.6668221592,9.01986112625,16.0,24.0,61467.66666666666,0,105911.923,449016,2002475,51069.33333333334,1,39794.08733333334,249935,1044075,6.92,4.093999999999999,0,2012,3,6,1,10,15405,1,0,0,0,0,0,-8.0,650.3277831217129
165,DFW,ORD,11.857142857100001,9.74589084989,9.79431321883,6.0,4.0,53078.66666666666,0,66233.791,1242115,1203175,58419.66666666666,1,75120.345,2719141,1503175,5.7,3.8280000000000003,0,2011,12,24,5,51,15332,0,0,0,0,1,0,2.0,1289.8349798594422
166,DFW,ATL,9.65,8.84918338001,6.17529031919,6.0,14.0,53078.66666666666,0,66233.791,1242115,1203175,61467.66666666666,0,105911.923,449016,2002475,5.7,3.8280000000000003,0,2011,12,24,5,51,15332,0,0,0,0,1,0,-8.0,1173.794399762142
167,LAX,SFO,15.3448275862,12.5172331128,12.163399025899999,18.0,21.0,59541.33333333334,1,73928.40566666667,3851202,1335475,82083.0,1,49668.40966666667,828876,1112475,10.27,4.073,0,2012,4,30,0,18,15460,1,0,0,0,1,0,-3.0,542.8482519953238
168,LAX,LAS,18.0588235294,11.552415873,13.7067582899,18.0,34.0,59541.33333333334,1,73928.40566666667,3851202,1335475,55440.66666666666,0,46505.605,593275,1068475,10.27,4.073,0,2012,4,30,0,18,15460,1,0,0,0,1,0,-16.0,379.7556938118438
169,BOS,ORD,9.3125,11.616022013399999,7.058977735239999,6.0,4.0,57755.0,1,33827.65333333333,642955,1035875,58419.66666666666,1,75120.345,2719141,1503175,14.94,4.104,0,2013,2,14,3,7,15750,0,0,0,0,1,1,2.0,1390.2049438221773
170,ORD,DTW,8.13333333333,11.486563574200002,9.06221879695,-3.0,-2.0,58419.66666666666,1,75120.345,2719141,1503175,44130.0,0,36522.355,700183,1079375,5.86,3.8539999999999996,0,2012,1,18,2,3,15357,0,0,0,0,0,1,-1.0,376.1523186864933
171,LAX,BOS,15.7586206897,10.9355299806,11.0604029002,21.0,32.0,59541.33333333334,1,73928.40566666667,3851202,1335475,57755.0,1,33827.65333333333,642955,1035875,13.51,3.678,0,2012,6,29,4,26,15520,0,1,1,1,1,1,-11.0,4190.396510798694
172,LAX,ORD,13.892857142899999,12.4170291792,8.94567673657,21.0,31.0,59541.33333333334,1,73928.40566666667,3851202,1335475,58419.66666666666,1,75120.345,2719141,1503175,13.51,3.678,0,2012,6,29,4,26,15520,0,1,1,1,1,1,-10.0,2800.356708816837
173,DTW,ORD,6.0,9.84355587324,3.89444048185,23.0,22.0,44130.0,0,36522.355,700183,1079375,58419.66666666666,1,75120.345,2719141,1503175,7.4,4.1419999999999995,0,2012,3,25,6,12,15424,0,0,0,0,0,0,1.0,376.1523186864933
174,ATL,LAX,12.538461538499998,11.8279026832,9.33051239421,12.0,18.0,61467.66666666666,0,105911.923,449016,2002475,59541.33333333334,1,73928.40566666667,3851202,1335475,5.77,3.8939999999999997,0,2011,12,17,5,50,15325,0,0,0,0,0,1,-6.0,3123.8140155579513
175,ATL,MCO,10.7083333333,11.917643914700001,7.32760810768,30.0,33.0,61467.66666666666,0,105911.923,449016,2002475,51069.33333333334,1,39794.08733333334,249935,1044075,5.94,3.833,0,2011,9,21,2,38,15238,0,0,0,0,1,0,-3.0,650.3277831217129
176,ATL,MSP,8.333333333330001,10.9034665704,7.23553323373,30.0,16.0,61467.66666666666,0,105911.923,449016,2002475,69940.0,0,37523.137,392768,1085275,5.94,3.833,0,2011,9,21,2,38,15238,0,0,0,0,1,1,14.0,1458.8016504046498
177,SFO,EWR,11.0952380952,10.5870082101,7.693534700669999,14.0,8.0,82083.0,1,49668.40966666667,828876,1112475,70432.66666666669,1,40186.30133333334,277594,1064475,9.05,3.943,0,2012,2,15,2,7,15385,0,0,0,0,1,1,6.0,4115.814860842733
178,LAX,SEA,12.304347826099999,10.8653489507,8.92613518428,19.0,11.0,59541.33333333334,1,73928.40566666667,3851202,1335475,78112.66666666669,1,39551.456,635928,1038675,7.84,4.1419999999999995,0,2012,4,6,4,14,15436,0,0,0,0,0,1,8.0,1535.9447523404124
179,LAX,SFO,15.7,12.298421223,10.2019267957,19.0,14.0,59541.33333333334,1,73928.40566666667,3851202,1335475,82083.0,1,49668.40966666667,828876,1112475,7.84,4.1419999999999995,0,2012,4,6,4,14,15436,0,0,0,0,0,0,5.0,542.8482519953238
180,ATL,ORD,12.5,11.3685650176,12.010907740999999,25.0,22.0,61467.66666666666,0,105911.923,449016,2002475,58419.66666666666,1,75120.345,2719141,1503175,11.2,4.093999999999999,0,2012,10,14,6,41,15627,0,1,0,1,0,1,3.0,975.7148466955739
181,EWR,MCO,11.409090909100001,10.058984607100001,7.607384200389999,27.0,31.0,70432.66666666669,1,40186.30133333334,277594,1064475,51069.33333333334,1,39794.08733333334,249935,1044075,5.17,3.8680000000000003,0,2011,9,8,3,36,15225,0,0,0,0,1,1,-4.0,1509.933223961638
182,ATL,LAX,12.333333333299999,11.3685650176,10.3279555899,32.0,21.0,61467.66666666666,0,105911.923,449016,2002475,59541.33333333334,1,73928.40566666667,3851202,1335475,12.76,3.897,0,2012,5,31,3,22,15491,0,1,0,1,0,1,11.0,3123.8140155579513
183,ORD,DEN,12.304347826099999,10.125597965199999,9.41195942603,9.0,10.0,58419.66666666666,1,75120.345,2719141,1503175,55482.66666666666,0,59852.55,635163,1103275,12.23,4.1160000000000005,0,2012,10,27,5,43,15640,0,1,1,0,0,1,-1.0,1425.1266950703268
184,PHL,DFW,10.6666666667,9.48824381803,9.54438254133,11.0,23.0,39645.333333333336,0,34276.636,1551824,1031075,53078.66666666666,0,66233.791,1242115,1203175,12.95,3.991,0,2012,12,16,6,50,15690,0,0,0,0,1,0,-12.0,2091.5626556148663
185,LAS,DEN,12.956521739100001,10.1008959385,10.2844907987,26.0,13.0,55440.66666666666,0,46505.605,593275,1068475,55482.66666666666,0,59852.55,635163,1103275,12.6,4.03,0,2012,11,3,5,44,15647,0,0,0,0,0,0,13.0,1008.7308944102843
186,DTW,LGA,11.4761904762,9.48824381803,9.08635816826,13.0,9.0,44130.0,0,36522.355,700183,1079375,76578.33333333331,1,30187.395,8346693,1030575,12.48,3.9760000000000004,0,2012,11,23,4,47,15667,0,0,0,0,1,0,4.0,804.629309947993
187,SFO,JFK,12.44,10.2824109402,9.43433445807,13.0,12.0,82083.0,1,49668.40966666667,828876,1112475,76578.33333333331,1,57445.57766666666,8346693,1052075,4.02,4.01,1,2011,11,24,3,47,15302,0,0,0,0,1,0,1.0,4149.17959706262
188,DFW,SFO,13.458333333299999,11.3727606904,10.1680623893,31.0,22.0,53078.66666666666,0,66233.791,1242115,1203175,82083.0,1,49668.40966666667,828876,1112475,11.83,4.079,0,2012,10,4,3,40,15617,0,1,0,1,0,0,9.0,2350.4643784146856
189,DFW,LAS,12.6363636364,10.5806103453,10.6661255274,31.0,34.0,53078.66666666666,0,66233.791,1242115,1203175,55440.66666666666,0,46505.605,593275,1068475,11.83,4.079,0,2012,10,4,3,40,15617,0,1,0,0,0,0,-3.0,1693.7358514452706
190,SFO,DFW,11.6818181818,9.7155653727,8.04976405236,17.0,13.0,82083.0,1,49668.40966666667,828876,1112475,53078.66666666666,0,66233.791,1242115,1203175,9.35,3.85,0,2012,2,4,5,5,15374,0,0,0,0,0,0,4.0,2350.4643784146856
191,SFO,LAS,12.833333333299999,10.3848274968,9.28611242975,19.0,21.0,82083.0,1,49668.40966666667,828876,1112475,55440.66666666666,0,46505.605,593275,1068475,11.78,3.9760000000000004,0,2012,11,19,0,47,15663,1,0,0,0,0,0,-2.0,664.4740712604886
192,LAS,DEN,7.833333333330001,11.0184314401,5.77265358494,20.0,29.0,55440.66666666666,0,46505.605,593275,1068475,55482.66666666666,0,59852.55,635163,1103275,7.91,4.147,0,2012,4,1,6,13,15431,0,0,0,0,0,0,-9.0,1008.7308944102843
193,DEN,LAX,12.1304347826,10.9355299806,8.63557308635,25.0,20.0,55482.66666666666,0,59852.55,635163,1103275,59541.33333333334,1,73928.40566666667,3851202,1335475,13.31,3.648,0,2012,7,8,6,27,15529,0,0,0,0,1,1,5.0,1384.2695475637477
