,Date,AirPort,Max TemperatureC,Min TemperatureC,city,population,latitude_deg,longitude_deg,local_code,scheduled_service,score,Dernier,is_holiday
228,2011-09-12,LAS,33,21,"Las Vegas city, Nevada",593275,36.08010101,-115.1520004,LAS,1,1068475,2.938,0
229,2011-09-12,PHX,39,26,"Phoenix city, Arizona",1499274,33.43429946899414,-112.01200103759766,PHX,1,1060875,2.938,0
230,2011-09-12,IAH,38,22,"Houston city, Texas",2161593,29.984399795532227,-95.34140014648438,IAH,1,1055675,2.938,0
231,2011-09-12,MIA,32,27,"Miami city, Florida",411149,25.79319953918457,-80.29060363769531,MIA,1,1073075,2.938,0
232,2011-09-12,MCO,33,23,"Orlando city, Florida",249935,28.429399490356445,-81.30899810791016,MCO,1,1044075,2.938,0
233,2011-09-12,EWR,28,19,"Newark city, New Jersey",277594,40.692501068115234,-74.168701171875,EWR,1,1064475,2.938,0
234,2011-09-12,SEA,20,14,"Seattle city, Washington",635928,47.449001,-122.308998,SEA,1,1038675,2.938,0
235,2011-09-12,MSP,32,16,"Minneapolis city, Minnesota",392768,44.882,-93.221802,MSP,1,1085275,2.938,0
236,2011-09-12,DTW,29,15,"Detroit city, Michigan",700183,42.212398529052734,-83.35340118408203,DTW,1,1079375,2.938,0
237,2011-09-12,PHL,28,18,"Philadelphia city, Pennsylvania",1551824,39.87189865112305,-75.24109649658203,PHL,1,1031075,2.938,0
238,2011-09-12,BOS,28,17,"Boston city, Massachusetts",642955,42.36429977,-71.00520325,BOS,1,1035875,2.938,0
239,2011-09-12,LGA,28,19,"New York city, New York",8346693,40.777199,-73.872597,LGA,1,1030575,2.938,0
240,2011-09-13,ATL,32,18,"Atlanta city, Georgia",449016,33.6367,-84.428101,ATL,1,2002475,2.922,0
241,2011-09-13,ORD,23,13,"Chicago city, Illinois",2719141,41.9786,-87.9048,ORD,1,1503175,2.922,0
242,2011-09-13,LAX,22,17,"Los Angeles city, California",3851202,33.942501,-118.407997,LAX,1,1335475,2.922,0
243,2011-09-13,DFW,42,24,"Dallas city, Texas",1242115,32.896801,-97.038002,DFW,1,1203175,2.922,0
244,2011-09-13,DEN,28,13,"Denver city, Colorado",635163,39.861698150635,-104.672996521,DEN,1,1103275,2.922,0
245,2011-09-13,JFK,27,19,"New York city, New York",8346693,40.639801,-73.7789,JFK,1,1052075,2.922,0
246,2011-09-13,SFO,21,14,"San Francisco city, California",828876,37.61899948120117,-122.375,SFO,1,1112475,2.922,0
247,2011-09-13,CLT,32,16,"Charlotte city, North Carolina",773264,35.2140007019043,-80.94309997558594,CLT,1,1028075,2.922,0
248,2011-09-13,LAS,26,18,"Las Vegas city, Nevada",593275,36.08010101,-115.1520004,LAS,1,1068475,2.922,0
249,2011-09-13,PHX,37,23,"Phoenix city, Arizona",1499274,33.43429946899414,-112.01200103759766,PHX,1,1060875,2.922,0
250,2011-09-13,IAH,39,26,"Houston city, Texas",2161593,29.984399795532227,-95.34140014648438,IAH,1,1055675,2.922,0
251,2011-09-13,MIA,32,26,"Miami city, Florida",411149,25.79319953918457,-80.29060363769531,MIA,1,1073075,2.922,0
252,2011-09-13,MCO,33,22,"Orlando city, Florida",249935,28.429399490356445,-81.30899810791016,MCO,1,1044075,2.922,0
253,2011-09-13,EWR,30,19,"Newark city, New Jersey",277594,40.692501068115234,-74.168701171875,EWR,1,1064475,2.922,0
254,2011-09-13,SEA,18,14,"Seattle city, Washington",635928,47.449001,-122.308998,SEA,1,1038675,2.922,0
255,2011-09-13,MSP,21,12,"Minneapolis city, Minnesota",392768,44.882,-93.221802,MSP,1,1085275,2.922,0
256,2011-09-13,DTW,28,16,"Detroit city, Michigan",700183,42.212398529052734,-83.35340118408203,DTW,1,1079375,2.922,0
257,2011-09-13,PHL,29,18,"Philadelphia city, Pennsylvania",1551824,39.87189865112305,-75.24109649658203,PHL,1,1031075,2.922,0
258,2011-09-13,BOS,29,18,"Boston city, Massachusetts",642955,42.36429977,-71.00520325,BOS,1,1035875,2.922,0
259,2011-09-13,LGA,29,21,"New York city, New York",8346693,40.777199,-73.872597,LGA,1,1030575,2.922,0
260,2011-09-14,ATL,33,19,"Atlanta city, Georgia",449016,33.6367,-84.428101,ATL,1,2002475,2.937,0
261,2011-09-14,ORD,14,8,"Chicago city, Illinois",2719141,41.9786,-87.9048,ORD,1,1503175,2.937,0
262,2011-09-14,LAX,21,17,"Los Angeles city, California",3851202,33.942501,-118.407997,LAX,1,1335475,2.937,0
263,2011-09-14,DFW,36,23,"Dallas city, Texas",1242115,32.896801,-97.038002,DFW,1,1203175,2.937,0
264,2011-09-14,DEN,16,9,"Denver city, Colorado",635163,39.861698150635,-104.672996521,DEN,1,1103275,2.937,0
265,2011-09-14,JFK,28,20,"New York city, New York",8346693,40.639801,-73.7789,JFK,1,1052075,2.937,0
266,2011-09-14,SFO,19,13,"San Francisco city, California",828876,37.61899948120117,-122.375,SFO,1,1112475,2.937,0
267,2011-09-14,CLT,32,16,"Charlotte city, North Carolina",773264,35.2140007019043,-80.94309997558594,CLT,1,1028075,2.937,0
268,2011-09-14,LAS,25,18,"Las Vegas city, Nevada",593275,36.08010101,-115.1520004,LAS,1,1068475,2.937,0
269,2011-09-14,PHX,34,22,"Phoenix city, Arizona",1499274,33.43429946899414,-112.01200103759766,PHX,1,1060875,2.937,0
270,2011-09-14,IAH,38,26,"Houston city, Texas",2161593,29.984399795532227,-95.34140014648438,IAH,1,1055675,2.937,0
271,2011-09-14,MIA,34,26,"Miami city, Florida",411149,25.79319953918457,-80.29060363769531,MIA,1,1073075,2.937,0
272,2011-09-14,MCO,32,22,"Orlando city, Florida",249935,28.429399490356445,-81.30899810791016,MCO,1,1044075,2.937,0
273,2011-09-14,EWR,31,21,"Newark city, New Jersey",277594,40.692501068115234,-74.168701171875,EWR,1,1064475,2.937,0
274,2011-09-14,SEA,19,14,"Seattle city, Washington",635928,47.449001,-122.308998,SEA,1,1038675,2.937,0
275,2011-09-14,MSP,16,5,"Minneapolis city, Minnesota",392768,44.882,-93.221802,MSP,1,1085275,2.937,0
276,2011-09-14,DTW,21,11,"Detroit city, Michigan",700183,42.212398529052734,-83.35340118408203,DTW,1,1079375,2.937,0
277,2011-09-14,PHL,31,21,"Philadelphia city, Pennsylvania",1551824,39.87189865112305,-75.24109649658203,PHL,1,1031075,2.937,0
278,2011-09-14,BOS,30,20,"Boston city, Massachusetts",642955,42.36429977,-71.00520325,BOS,1,1035875,2.937,0
279,2011-09-14,LGA,30,22,"New York city, New York",8346693,40.777199,-73.872597,LGA,1,1030575,2.937,0
280,2011-09-15,ATL,30,16,"Atlanta city, Georgia",449016,33.6367,-84.428101,ATL,1,2002475,3.019,0
281,2011-09-15,ORD,15,6,"Chicago city, Illinois",2719141,41.9786,-87.9048,ORD,1,1503175,3.019,0
282,2011-09-15,LAX,23,17,"Los Angeles city, California",3851202,33.942501,-118.407997,LAX,1,1335475,3.019,0
283,2011-09-15,DFW,26,18,"Dallas city, Texas",1242115,32.896801,-97.038002,DFW,1,1203175,3.019,0
284,2011-09-15,DEN,18,9,"Denver city, Colorado",635163,39.861698150635,-104.672996521,DEN,1,1103275,3.019,0
285,2011-09-15,JFK,27,12,"New York city, New York",8346693,40.639801,-73.7789,JFK,1,1052075,3.019,0
286,2011-09-15,SFO,20,14,"San Francisco city, California",828876,37.61899948120117,-122.375,SFO,1,1112475,3.019,0
287,2011-09-15,CLT,31,18,"Charlotte city, North Carolina",773264,35.2140007019043,-80.94309997558594,CLT,1,1028075,3.019,0
288,2011-09-15,LAS,30,18,"Las Vegas city, Nevada",593275,36.08010101,-115.1520004,LAS,1,1068475,3.019,0
289,2011-09-15,PHX,37,25,"Phoenix city, Arizona",1499274,33.43429946899414,-112.01200103759766,PHX,1,1060875,3.019,0
290,2011-09-15,IAH,36,25,"Houston city, Texas",2161593,29.984399795532227,-95.34140014648438,IAH,1,1055675,3.019,0
291,2011-09-15,MIA,34,23,"Miami city, Florida",411149,25.79319953918457,-80.29060363769531,MIA,1,1073075,3.019,0
292,2011-09-15,MCO,33,21,"Orlando city, Florida",249935,28.429399490356445,-81.30899810791016,MCO,1,1044075,3.019,0
293,2011-09-15,EWR,26,12,"Newark city, New Jersey",277594,40.692501068115234,-74.168701171875,EWR,1,1064475,3.019,0
294,2011-09-15,SEA,18,12,"Seattle city, Washington",635928,47.449001,-122.308998,SEA,1,1038675,3.019,0
295,2011-09-15,MSP,14,2,"Minneapolis city, Minnesota",392768,44.882,-93.221802,MSP,1,1085275,3.019,0
296,2011-09-15,DTW,16,6,"Detroit city, Michigan",700183,42.212398529052734,-83.35340118408203,DTW,1,1079375,3.019,0
297,2011-09-15,PHL,25,12,"Philadelphia city, Pennsylvania",1551824,39.87189865112305,-75.24109649658203,PHL,1,1031075,3.019,0
298,2011-09-15,BOS,28,13,"Boston city, Massachusetts",642955,42.36429977,-71.00520325,BOS,1,1035875,3.019,0
299,2011-09-15,LGA,26,13,"New York city, New York",8346693,40.777199,-73.872597,LGA,1,1030575,3.019,0
300,2011-09-16,ATL,22,13,"Atlanta city, Georgia",449016,33.6367,-84.428101,ATL,1,2002475,3.002,0
301,2011-09-16,ORD,14,8,"Chicago city, Illinois",2719141,41.9786,-87.9048,ORD,1,1503175,3.002,0
302,2011-09-16,LAX,19,17,"Los Angeles city, California",3851202,33.942501,-118.407997,LAX,1,1335475,3.002,0
303,2011-09-16,DFW,33,20,"Dallas city, Texas",1242115,32.896801,-97.038002,DFW,1,1203175,3.002,0
304,2011-09-16,DEN,25,6,"Denver city, Colorado",635163,39.861698150635,-104.672996521,DEN,1,1103275,3.002,0
305,2011-09-16,JFK,20,10,"New York city, New York",8346693,40.639801,-73.7789,JFK,1,1052075,3.002,0
306,2011-09-16,SFO,19,13,"San Francisco city, California",828876,37.61899948120117,-122.375,SFO,1,1112475,3.002,0
307,2011-09-16,CLT,19,13,"Charlotte city, North Carolina",773264,35.2140007019043,-80.94309997558594,CLT,1,1028075,3.002,0
308,2011-09-16,LAS,33,21,"Las Vegas city, Nevada",593275,36.08010101,-115.1520004,LAS,1,1068475,3.002,0
309,2011-09-16,PHX,38,26,"Phoenix city, Arizona",1499274,33.43429946899414,-112.01200103759766,PHX,1,1060875,3.002,0
310,2011-09-16,IAH,34,21,"Houston city, Texas",2161593,29.984399795532227,-95.34140014648438,IAH,1,1055675,3.002,0
311,2011-09-16,MIA,33,24,"Miami city, Florida",411149,25.79319953918457,-80.29060363769531,MIA,1,1073075,3.002,0
312,2011-09-16,MCO,34,22,"Orlando city, Florida",249935,28.429399490356445,-81.30899810791016,MCO,1,1044075,3.002,0
313,2011-09-16,EWR,21,11,"Newark city, New Jersey",277594,40.692501068115234,-74.168701171875,EWR,1,1064475,3.002,0
314,2011-09-16,SEA,18,11,"Seattle city, Washington",635928,47.449001,-122.308998,SEA,1,1038675,3.002,0
315,2011-09-16,MSP,16,9,"Minneapolis city, Minnesota",392768,44.882,-93.221802,MSP,1,1085275,3.002,0
316,2011-09-16,DTW,17,6,"Detroit city, Michigan",700183,42.212398529052734,-83.35340118408203,DTW,1,1079375,3.002,0
317,2011-09-16,PHL,19,10,"Philadelphia city, Pennsylvania",1551824,39.87189865112305,-75.24109649658203,PHL,1,1031075,3.002,0
318,2011-09-16,BOS,18,10,"Boston city, Massachusetts",642955,42.36429977,-71.00520325,BOS,1,1035875,3.002,0
319,2011-09-16,LGA,19,11,"New York city, New York",8346693,40.777199,-73.872597,LGA,1,1030575,3.002,0
320,2011-09-17,ATL,26,13,"Atlanta city, Georgia",449016,33.6367,-84.428101,ATL,1,2002475,,0
321,2011-09-17,ORD,20,10,"Chicago city, Illinois",2719141,41.9786,-87.9048,ORD,1,1503175,,0
322,2011-09-17,LAX,22,17,"Los Angeles city, California",3851202,33.942501,-118.407997,LAX,1,1335475,,0
323,2011-09-17,DFW,33,20,"Dallas city, Texas",1242115,32.896801,-97.038002,DFW,1,1203175,,0
324,2011-09-17,DEN,24,9,"Denver city, Colorado",635163,39.861698150635,-104.672996521,DEN,1,1103275,,0
325,2011-09-17,JFK,19,12,"New York city, New York",8346693,40.639801,-73.7789,JFK,1,1052075,,0
326,2011-09-17,SFO,22,11,"San Francisco city, California",828876,37.61899948120117,-122.375,SFO,1,1112475,,0
327,2011-09-17,CLT,18,12,"Charlotte city, North Carolina",773264,35.2140007019043,-80.94309997558594,CLT,1,1028075,,0
328,2011-09-17,LAS,33,22,"Las Vegas city, Nevada",593275,36.08010101,-115.1520004,LAS,1,1068475,,0
329,2011-09-17,PHX,36,25,"Phoenix city, Arizona",1499274,33.43429946899414,-112.01200103759766,PHX,1,1060875,,0
330,2011-09-17,IAH,32,23,"Houston city, Texas",2161593,29.984399795532227,-95.34140014648438,IAH,1,1055675,,0
331,2011-09-17,MIA,33,26,"Miami city, Florida",411149,25.79319953918457,-80.29060363769531,MIA,1,1073075,,0
332,2011-09-17,MCO,33,23,"Orlando city, Florida",249935,28.429399490356445,-81.30899810791016,MCO,1,1044075,,0
333,2011-09-17,EWR,18,11,"Newark city, New Jersey",277594,40.692501068115234,-74.168701171875,EWR,1,1064475,,0
334,2011-09-17,SEA,17,11,"Seattle city, Washington",635928,47.449001,-122.308998,SEA,1,1038675,,0
335,2011-09-17,MSP,19,9,"Minneapolis city, Minnesota",392768,44.882,-93.221802,MSP,1,1085275,,0
336,2011-09-17,DTW,19,11,"Detroit city, Michigan",700183,42.212398529052734,-83.35340118408203,DTW,1,1079375,,0
337,2011-09-17,PHL,21,12,"Philadelphia city, Pennsylvania",1551824,39.87189865112305,-75.24109649658203,PHL,1,1031075,,0
338,2011-09-17,BOS,17,9,"Boston city, Massachusetts",642955,42.36429977,-71.00520325,BOS,1,1035875,,0
339,2011-09-17,LGA,17,12,"New York city, New York",8346693,40.777199,-73.872597,LGA,1,1030575,,0
340,2011-09-18,ATL,25,14,"Atlanta city, Georgia",449016,33.6367,-84.428101,ATL,1,2002475,,0
341,2011-09-18,ORD,18,13,"Chicago city, Illinois",2719141,41.9786,-87.9048,ORD,1,1503175,,0
342,2011-09-18,LAX,21,15,"Los Angeles city, California",3851202,33.942501,-118.407997,LAX,1,1335475,,0
343,2011-09-18,DFW,34,22,"Dallas city, Texas",1242115,32.896801,-97.038002,DFW,1,1203175,,0
344,2011-09-18,DEN,24,6,"Denver city, Colorado",635163,39.861698150635,-104.672996521,DEN,1,1103275,,0
345,2011-09-18,JFK,21,12,"New York city, New York",8346693,40.639801,-73.7789,JFK,1,1052075,,0
346,2011-09-18,SFO,27,13,"San Francisco city, California",828876,37.61899948120117,-122.375,SFO,1,1112475,,0
347,2011-09-18,CLT,21,12,"Charlotte city, North Carolina",773264,35.2140007019043,-80.94309997558594,CLT,1,1028075,,0
348,2011-09-18,LAS,34,21,"Las Vegas city, Nevada",593275,36.08010101,-115.1520004,LAS,1,1068475,,0
349,2011-09-18,PHX,38,23,"Phoenix city, Arizona",1499274,33.43429946899414,-112.01200103759766,PHX,1,1060875,,0
350,2011-09-18,IAH,31,23,"Houston city, Texas",2161593,29.984399795532227,-95.34140014648438,IAH,1,1055675,,0
351,2011-09-18,MIA,33,27,"Miami city, Florida",411149,25.79319953918457,-80.29060363769531,MIA,1,1073075,,0
352,2011-09-18,MCO,31,23,"Orlando city, Florida",249935,28.429399490356445,-81.30899810791016,MCO,1,1044075,,0
353,2011-09-18,EWR,21,11,"Newark city, New Jersey",277594,40.692501068115234,-74.168701171875,EWR,1,1064475,,0
354,2011-09-18,SEA,18,11,"Seattle city, Washington",635928,47.449001,-122.308998,SEA,1,1038675,,0
355,2011-09-18,MSP,16,12,"Minneapolis city, Minnesota",392768,44.882,-93.221802,MSP,1,1085275,,0
356,2011-09-18,DTW,21,10,"Detroit city, Michigan",700183,42.212398529052734,-83.35340118408203,DTW,1,1079375,,0
357,2011-09-18,PHL,21,12,"Philadelphia city, Pennsylvania",1551824,39.87189865112305,-75.24109649658203,PHL,1,1031075,,0
358,2011-09-18,BOS,19,11,"Boston city, Massachusetts",642955,42.36429977,-71.00520325,BOS,1,1035875,,0
359,2011-09-18,LGA,21,13,"New York city, New York",8346693,40.777199,-73.872597,LGA,1,1030575,,0
360,2011-09-19,ATL,25,17,"Atlanta city, Georgia",449016,33.6367,-84.428101,ATL,1,2002475,2.938,0
361,2011-09-19,ORD,21,12,"Chicago city, Illinois",2719141,41.9786,-87.9048,ORD,1,1503175,2.938,0
362,2011-09-19,LAX,19,16,"Los Angeles city, California",3851202,33.942501,-118.407997,LAX,1,1335475,2.938,0
363,2011-09-19,DFW,31,19,"Dallas city, Texas",1242115,32.896801,-97.038002,DFW,1,1203175,2.938,0
364,2011-09-19,DEN,28,11,"Denver city, Colorado",635163,39.861698150635,-104.672996521,DEN,1,1103275,2.938,0
365,2011-09-19,JFK,19,11,"New York city, New York",8346693,40.639801,-73.7789,JFK,1,1052075,2.938,0
366,2011-09-19,SFO,31,14,"San Francisco city, California",828876,37.61899948120117,-122.375,SFO,1,1112475,2.938,0
367,2011-09-19,CLT,22,13,"Charlotte city, North Carolina",773264,35.2140007019043,-80.94309997558594,CLT,1,1028075,2.938,0
368,2011-09-19,LAS,36,22,"Las Vegas city, Nevada",593275,36.08010101,-115.1520004,LAS,1,1068475,2.938,0
369,2011-09-19,PHX,40,24,"Phoenix city, Arizona",1499274,33.43429946899414,-112.01200103759766,PHX,1,1060875,2.938,0
370,2011-09-19,IAH,31,19,"Houston city, Texas",2161593,29.984399795532227,-95.34140014648438,IAH,1,1055675,2.938,0
371,2011-09-19,MIA,33,25,"Miami city, Florida",411149,25.79319953918457,-80.29060363769531,MIA,1,1073075,2.938,0
372,2011-09-19,MCO,32,23,"Orlando city, Florida",249935,28.429399490356445,-81.30899810791016,MCO,1,1044075,2.938,0
373,2011-09-19,EWR,21,12,"Newark city, New Jersey",277594,40.692501068115234,-74.168701171875,EWR,1,1064475,2.938,0
374,2011-09-19,SEA,21,12,"Seattle city, Washington",635928,47.449001,-122.308998,SEA,1,1038675,2.938,0
375,2011-09-19,MSP,24,11,"Minneapolis city, Minnesota",392768,44.882,-93.221802,MSP,1,1085275,2.938,0
376,2011-09-19,DTW,20,16,"Detroit city, Michigan",700183,42.212398529052734,-83.35340118408203,DTW,1,1079375,2.938,0
377,2011-09-19,PHL,22,12,"Philadelphia city, Pennsylvania",1551824,39.87189865112305,-75.24109649658203,PHL,1,1031075,2.938,0
378,2011-09-19,BOS,18,11,"Boston city, Massachusetts",642955,42.36429977,-71.00520325,BOS,1,1035875,2.938,0
379,2011-09-19,LGA,20,12,"New York city, New York",8346693,40.777199,-73.872597,LGA,1,1030575,2.938,0
380,2011-09-20,ATL,28,18,"Atlanta city, Georgia",449016,33.6367,-84.428101,ATL,1,2002475,2.946,0
381,2011-09-20,ORD,23,9,"Chicago city, Illinois",2719141,41.9786,-87.9048,ORD,1,1503175,2.946,0
382,2011-09-20,LAX,21,16,"Los Angeles city, California",3851202,33.942501,-118.407997,LAX,1,1335475,2.946,0
383,2011-09-20,DFW,32,17,"Dallas city, Texas",1242115,32.896801,-97.038002,DFW,1,1203175,2.946,0
384,2011-09-20,DEN,18,7,"Denver city, Colorado",635163,39.861698150635,-104.672996521,DEN,1,1103275,2.946,0
385,2011-09-20,JFK,20,17,"New York city, New York",8346693,40.639801,-73.7789,JFK,1,1052075,2.946,0
386,2011-09-20,SFO,30,14,"San Francisco city, California",828876,37.61899948120117,-122.375,SFO,1,1112475,2.946,0
387,2011-09-20,CLT,24,16,"Charlotte city, North Carolina",773264,35.2140007019043,-80.94309997558594,CLT,1,1028075,2.946,0
388,2011-09-20,LAS,38,23,"Las Vegas city, Nevada",593275,36.08010101,-115.1520004,LAS,1,1068475,2.946,0
389,2011-09-20,PHX,41,23,"Phoenix city, Arizona",1499274,33.43429946899414,-112.01200103759766,PHX,1,1060875,2.946,0
390,2011-09-20,IAH,34,19,"Houston city, Texas",2161593,29.984399795532227,-95.34140014648438,IAH,1,1055675,2.946,0
391,2011-09-20,MIA,33,26,"Miami city, Florida",411149,25.79319953918457,-80.29060363769531,MIA,1,1073075,2.946,0
392,2011-09-20,MCO,31,23,"Orlando city, Florida",249935,28.429399490356445,-81.30899810791016,MCO,1,1044075,2.946,0
393,2011-09-20,EWR,21,16,"Newark city, New Jersey",277594,40.692501068115234,-74.168701171875,EWR,1,1064475,2.946,0
394,2011-09-20,SEA,25,9,"Seattle city, Washington",635928,47.449001,-122.308998,SEA,1,1038675,2.946,0
395,2011-09-20,MSP,23,13,"Minneapolis city, Minnesota",392768,44.882,-93.221802,MSP,1,1085275,2.946,0
396,2011-09-20,DTW,22,12,"Detroit city, Michigan",700183,42.212398529052734,-83.35340118408203,DTW,1,1079375,2.946,0
397,2011-09-20,PHL,21,16,"Philadelphia city, Pennsylvania",1551824,39.87189865112305,-75.24109649658203,PHL,1,1031075,2.946,0
398,2011-09-20,BOS,19,13,"Boston city, Massachusetts",642955,42.36429977,-71.00520325,BOS,1,1035875,2.946,0
399,2011-09-20,LGA,21,17,"New York city, New York",8346693,40.777199,-73.872597,LGA,1,1030575,2.946,0
400,2011-09-21,ATL,30,21,"Atlanta city, Georgia",449016,33.6367,-84.428101,ATL,1,2002475,2.919,0
401,2011-09-21,ORD,22,13,"Chicago city, Illinois",2719141,41.9786,-87.9048,ORD,1,1503175,2.919,0
402,2011-09-21,LAX,21,16,"Los Angeles city, California",3851202,33.942501,-118.407997,LAX,1,1335475,2.919,0
403,2011-09-21,DFW,34,19,"Dallas city, Texas",1242115,32.896801,-97.038002,DFW,1,1203175,2.919,0
404,2011-09-21,DEN,21,3,"Denver city, Colorado",635163,39.861698150635,-104.672996521,DEN,1,1103275,2.919,0
405,2011-09-21,JFK,23,17,"New York city, New York",8346693,40.639801,-73.7789,JFK,1,1052075,2.919,0
406,2011-09-21,SFO,26,12,"San Francisco city, California",828876,37.61899948120117,-122.375,SFO,1,1112475,2.919,0
407,2011-09-21,CLT,24,20,"Charlotte city, North Carolina",773264,35.2140007019043,-80.94309997558594,CLT,1,1028075,2.919,0
408,2011-09-21,LAS,38,23,"Las Vegas city, Nevada",593275,36.08010101,-115.1520004,LAS,1,1068475,2.919,0
409,2011-09-21,PHX,42,24,"Phoenix city, Arizona",1499274,33.43429946899414,-112.01200103759766,PHX,1,1060875,2.919,0
410,2011-09-21,IAH,34,19,"Houston city, Texas",2161593,29.984399795532227,-95.34140014648438,IAH,1,1055675,2.919,0
411,2011-09-21,MIA,32,26,"Miami city, Florida",411149,25.79319953918457,-80.29060363769531,MIA,1,1073075,2.919,0
412,2011-09-21,MCO,33,24,"Orlando city, Florida",249935,28.429399490356445,-81.30899810791016,MCO,1,1044075,2.919,0
413,2011-09-21,EWR,24,17,"Newark city, New Jersey",277594,40.692501068115234,-74.168701171875,EWR,1,1064475,2.919,0
414,2011-09-21,SEA,24,16,"Seattle city, Washington",635928,47.449001,-122.308998,SEA,1,1038675,2.919,0
415,2011-09-21,MSP,16,9,"Minneapolis city, Minnesota",392768,44.882,-93.221802,MSP,1,1085275,2.919,0
416,2011-09-21,DTW,26,16,"Detroit city, Michigan",700183,42.212398529052734,-83.35340118408203,DTW,1,1079375,2.919,0
417,2011-09-21,PHL,26,16,"Philadelphia city, Pennsylvania",1551824,39.87189865112305,-75.24109649658203,PHL,1,1031075,2.919,0
418,2011-09-21,BOS,24,15,"Boston city, Massachusetts",642955,42.36429977,-71.00520325,BOS,1,1035875,2.919,0
